Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
20121018X62210,Accident,WPR13CA016,2012-10-17,"Las Vegas, NV",United States,036448N,0011598W,KLAS,Las Vegas,Non-Fatal,Substantial,Airplane,N625SW,BOEING,737-3H4,No,2.0,Turbo Fan,121,SCHD,Personal,Southwest Airlines,0.0,0.0,1.0,85.0,VMC,Landing,"The flight attendant's encounter with an unseen obstruction in the aisle, which resulted in a fall.",25-09-2020
20121025X02835,Accident,DCA13CA008,2012-10-17,"Kabul, Afghanistan",Afghanistan,034340N,0069125E,OAKB,Kabul International Airport,Non-Fatal,Substantial,Airplane,N800AW,BOMBARDIER INC,DHC-8-315,No,2.0,Turbo Prop,PUBU,NSCH,Public Aircraft - Federal,US DEPARTMENT OF STATE,0.0,0.0,0.0,7.0,VMC,Landing,the captains ineffective management of the airplanes energy state during final approach and flare that resulted in a hard landing and tail strike at touchdown.,25-09-2020
20121023X02243,Incident,ERA13IA036,2012-10-19,"Nantucket, MA",United States,411511N,0070337W,ACK,Nantucket Memorial,Non-Fatal,Minor,Airplane,N576QS,CESSNA,560XL,No,2.0,Turbo Fan,135,NSCH,Personal,"NetJets Aviation, Inc.",0.0,0.0,0.0,3.0,VMC,Landing,"The incorrect installation of the left main gear aft trunnion pivot pin by maintenance personnel, which resulted in separation of the aft portion of the left main gear trunnion from the aft trunnion fitting and minor damage to the airplane.",25-09-2020
20121026X74118,Accident,ANC13CA005,2012-10-22,"Talkeetna, AK",United States,621914N,0150537W,PATK,Talkeetna Airport,Non-Fatal,Substantial,Airplane,N1694M,CESSNA,A185E,No,1.0,Reciprocating,135,NSCH,Personal,TALKEETNA AIR TAXI INC,0.0,0.0,0.0,4.0,VMC,Landing,"The pilot's selection of unsuitable terrain for landing, which resulted in a ground loop.",25-09-2020
20121106X01157,Accident,CEN13FA049,2012-11-06,"Wichita, KS",United States,373653N,0972652W,ICT,Wichita Mid-Continent Airport,Fatal,Substantial,Airplane,N793FE,CESSNA,208B,No,1.0,Turbo Prop,135,NSCH,Personal,"Baron Aviation Services, Incorporated",1.0,0.0,0.0,0.0,VMC,Landing,The total loss of engine power as a result of a fractured compressor turbine blade due to high-cycle fatigue.,25-09-2020
20121107X21801,Incident,ENG13IA005,2012-11-07,"Atlanta, GA",United States,385734N,0765057W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N908DE,BOEING,MD-88,No,2.0,Turbo Jet,121,SCHD,Personal,DELTA AIR LINES INC,0.0,0.0,0.0,147.0,Unk,Landing,"
The  4th stage turbine blade separation that resulted in an uncontained release of low pressure turbine blade material was Delta Air Lines' repair process for the turbine blades' tip shrouds.  It was not possible to identify the part of the repair process that led to the premature wear of the blade's tip shoud and subsequent separation.",25-09-2020
20121118X34829,Incident,CEN13IA059,2012-11-10,"Minneapolis, MN",United States,445233N,0931311W,MSP,Minneapolis St Paul Intl,Non-Fatal,Minor,Airplane,N619BA,FAIRCHILD,SA227-AC,No,2.0,Turbo Prop,135,SCHD,Personal,BEMIDJI AVIATION SERVICES INC,0.0,0.0,0.0,1.0,VMC,Landing,"Loose electrical connections to the hydraulic system and anomalies in the hydraulic shuttle valve and power pack, which resulted in an uncommanded gear unlock and collapse of the left main landing gear. Contributing to the accident was the operators failure to comply with the life limits outlined by the hydraulic power packs manufacturer. ",25-09-2020
20121119X42202,Accident,ERA13WA063,2012-11-11,"Sao Paulo, Brazil",Brazil,023375S,0463917W,SBSP,Congonhas/São Paulo Airport,Non-Fatal,Substantial,Airplane,PR-MRG,CESSNA,525B,No,2.0,Turbo Fan,NUSC,NSCH,Personal,Tropic Air Taxi Aereo Ltda,0.0,1.0,1.0,1.0,VMC,Landing,Probable Cause,03-11-2020
20121115X23258,Accident,WPR13FA041,2012-11-15,"Morgan, UT",United States,411033N,1114316W,42U,Morgan County,Fatal,Substantial,Airplane,N5642L,AMERICAN,AA-1,No,1.0,Reciprocating,091,NSCH,Personal,Darren Tidwell,1.0,0.0,0.0,0.0,VMC,Landing,"The pilot's inadequate preflight inspection, which resulted in frost remaining on the airplane's surfaces and led to its inability to produce enough lift to clear rising terrain.",25-09-2020
20121128X74817,Incident,WPR13IA059,2012-11-15,"Riverton, WY",United States,424931N,1073526W,RIW,Riverton Regional,Non-Fatal,Minor,Helicopter,N7160V,BELL,407,No,1.0,Turbo Shaft,135,NSCH,Personal,"Classic Helicopter Group, LLC.",0.0,0.0,0.0,3.0,VMC,Landing,The pilots failure to maintain sufficient altitude to clear power lines while maneuvering at low altitude. Contributing to the accident was the pilots failure to follow company operating specifications for minimum altitude.,25-09-2020
20121119X10642,Accident,WPR13LA045,2012-11-18,"Obyan,",United States,015713N,1454348E,PGSN,Saipan International Airport,Fatal,Substantial,Airplane,N4267R,PIPER,PA-32,No,1.0,Reciprocating,135,NSCH,Personal,"Star Marianas Air, Inc",1.0,1.0,5.0,0.0,VMC,Landing,"A partial loss of engine power shortly after takeoff for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation and the pilots failure to maintain airplane control during the unsuccessful attempt to return for landing on the airport. Contributing to the accident was the pilots decision to conduct his second takeoff using less than the full runway length available and the airlines lack of guidance regarding how to respond to engine failures at low altitudes.
 ",25-09-2020
20121121X33535,Accident,ERA13LA065,2012-11-20,"Roanoke, VA",United States,371932N,0795832W,ROA,Roanoke Regional Airport,Non-Fatal,Substantial,Airplane,N702DK,BEECH,C90A,No,2.0,Turbo Prop,135,NSCH,Personal,DOMINION AVIATION SERVICES INC,0.0,0.0,0.0,4.0,VMC,Landing,The failure of the right main landing gear bearing actuator support brackets. Contributing to the accident was the owner's and operator's failure to comply with the airplane manufacturer's mandatory service bulletin and the Federal Aviation Administration's failure to issue an airworthiness directive.,25-09-2020
20121130X01711,Accident,CEN13FA080,2012-11-30,"Bryans Corner, OK",United States,036370N,1005813W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N1324G,CESSNA,208B,No,1.0,Turbo Prop,135,NSCH,Personal,Martinaire Aviation LLC,0.0,1.0,0.0,0.0,VMC,Landing,"The total loss of engine power as a result of a fractured compressor turbine blade due to fatigue cracking. 
",25-09-2020
20121204X63622,Accident,ANC13LA012,2012-12-03,"Mekoryuk, AK",United States,060240N,1662013W,MYU,Mekoryuk,Non-Fatal,Substantial,Airplane,N169LJ,CESSNA,208B,No,1.0,Turbo Prop,135,SCHD,Personal,Hageland Aviation Services,0.0,1.0,0.0,8.0,VMC,Landing,The total loss of engine power as a result of a fractured first-stage compressor blade due to fatigue cracking. The source of the fatigue crack could not be determined due to secondary damage sustained to the fracture surface.,25-09-2020
20130314X15433,Accident,DCA13CA066,2012-12-05,"New York, NY",United States,404638N,0735221W,KLGA,LaGuardia,Non-Fatal,Substantial,Airplane,N411ZW,BOMBARDIER INC,CL-600-2B19,No,2.0,Turbo Fan,121,SCHD,Personal,Air Wisconsin,0.0,0.0,0.0,53.0,VMC,Landing,an inadvertant birdstrike on approach.,25-09-2020
20121210X32953,Accident,CEN13FA096,2012-12-11,"Compton, IL",United States,414451N,0089545W,Unknown,John F. Kennedy International,Fatal,Substantial,Helicopter,N911BK,MBB,BK 117 A-3,No,2.0,Turbo Shaft,135,NSCH,Personal,Air Methods Corporation,3.0,0.0,0.0,0.0,VMC,Landing,"The inadvertent encounter with inclement weather, including snow, freezing rain, and reduced visibility conditions,  which led to the pilots spatial disorientation and loss of aircraft control. ",14-06-2021
20121214X94004,Accident,ERA13CA086,2012-12-13,"Murfreesboro, TN",United States,355223N,0862223W,MBT,Murfreesboro Municipal,Non-Fatal,Substantial,Airplane,N54500,CESSNA,172P,No,1.0,Reciprocating,091,NSCH,Personal,James K. Gardner,0.0,0.0,1.0,0.0,VMC,Landing,"The student pilots failure to maintain directional control during takeoff, which resulted in a runway excursion.",25-09-2020
20121217X90619,Accident,ANC13CA018,2012-12-17,"Skwentna, AK",United States,615835N,0015243W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N121KT,DEHAVILLAND,DHC-2 MK. I(L20A),No,1.0,Reciprocating,135,NSCH,Personal,RUSTAIR INC,0.0,0.0,0.0,1.0,VMC,Landing,The pilot's loss of control while landing in gusting wind conditions.,25-09-2020
20121219X45033,Accident,WPR13FA072,2012-12-19,"Payson, AZ",United States,034628N,1112816W,PAN,Payson,Fatal,Substantial,Airplane,N62959,PIPER,PA-31-350,No,2.0,Reciprocating,135,NSCH,Personal,Ameriflight,1.0,0.0,0.0,0.0,IMC,Landing,"The airplanes inadvertent encounter, in night instrument meteorological conditions, with unforecast strong up- and downdrafts and possibly severe airframe icing conditions (which likely included supercooled large droplets that the airplane was not certificated to fly in) that led to the pilot's loss of airplane control.",25-09-2020
20130103X44411,Accident,DCA13CA035,2012-12-26,"Memphis, TN",United States,035233N,0895836W,KMEM,Memphis,Non-Fatal,Substantial,Airplane,N612FE,MCDONNELL DOUGLAS,MD-11F,No,3.0,Turbo Fan,121,NSCH,Personal,FEDERAL EXPRESS CORP,0.0,0.0,0.0,3.0,IMC,Landing,"the operator's failure to provide appropriate training and documentation for ground personnel, leading the marshaller to inadvertently guide the airplane into the collision.",25-09-2020
20130104X31855,Accident,CEN13CA125,2012-12-27,"Middle Bass Island, OH",United States,414118N,0824829W,3T7,Middle Bass Island Arpt,Non-Fatal,Substantial,Airplane,N428S,PIPER,PA-32-301,No,1.0,Reciprocating,135,NSCH,Personal,"Griffing Flying Service, Inc.",0.0,0.0,0.0,1.0,VMC,Landing,"The pilot did not attain the proper touchdown point during landing, which resulted in impact with the edge of the runway surface.",25-09-2020
20121231X42414,Accident,CEN13CA117,2012-12-29,"CHICAGO, IL",United States,044404N,0085330W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N619AE,EMBRAER,EMB-145LR,No,2.0,Turbo Fan,121,SCHD,Personal,AMERICAN EAGLE AIRLINES INC,0.0,0.0,1.0,49.0,VMC,Landing,"The presence of deice fluid on the floor, which resulted in a slip hazard and an injury to the flight attendant.",25-09-2020
20130101X65128,Accident,CEN13LA119,2012-12-29,"Big Lake, TX",United States,311142N,1012815W,E41,Reagan County Airport,Non-Fatal,Substantial,Helicopter,N534MT,BELL,407,No,1.0,Turbo Shaft,135,NSCH,Personal,MED TRANS CORP,0.0,0.0,0.0,4.0,VMC,Landing,"The loss of engine power due to the fatigue failure of the outer combustion case at the fuel nozzle port. Contributing to the accident was the operators failure to conduct the recommended routine inspections of the outer combustion case. ",25-09-2020
20130107X32320,Incident,DCA13IA037,2013-01-07,"Boston, MA",United States,422147N,0071023W,BOS,Gen Edward Lawrence Logan Intl,Non-Fatal,Minor,Airplane,JA829J,BOEING,787,No,2.0,Turbo Fan,129,SCHD,Personal,JAPAN AIRLINES INTERNATIONAL CO LTD,0.0,0.0,0.0,0.0,VMC,Landing,"an internal short circuit within a cell of the auxiliary power unit (APU) lithium-ion battery, which led to thermal runaway that cascaded to adjacent cells, resulting in the release of smoke and fire. The incident resulted from Boeing's failure to incorporate design requirements to mitigate the most severe effects of an internal short circuit within an APU battery cell and the Federal Aviation Administration's failure to identify this design deficiency during the type design certification process.",14-06-2021
20130108X72905,Accident,ERA13RA106,2013-01-07,"Pucallpa, Peru, Peru",Peru,000813S,0744140W,Unknown,John F. Kennedy International,Fatal,Destroyed,Helicopter,N241CH,BOEING-VERTOL,234,No,2.0,Turbo Shaft,NUSC,NSCH,Positioning,"Columbia Helicopters Peru, S.A.C.",7.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,25-09-2020
20130111X94242,Accident,CEN13CA129,2013-01-11,"Alexandria, MN",United States,455145N,0095240W,AXN,Alexindria Municipal Airport,Non-Fatal,Substantial,Airplane,N110BA,BEECH,65-B80,No,2.0,Reciprocating,135,NSCH,Personal,BEMIDJI AVIATION SERVICES INC,0.0,0.0,0.0,1.0,IMC,Landing,"The pilots failure to stop the airplane on the downsloping, ice-contaminated runway after landing with a tailwind. Contributing to the accident was the pilots failure to account for the wind conditions and failure to obtain runway conditions.",25-09-2020
20130211X93016,Incident,CEN13WA154,2013-01-11,"Schwechat, Austria",Austria,004861N,0163411E,LOWW,Vienna International,Non-Fatal,Substantial,Airplane,N391CC,PIPER,PA46,No,2.0,Turbo Prop,NUSC,NSCH,Personal,Wings Management Company,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-11-2020
20130114X25958,Incident,ERA13IA114,2013-01-13,"Debary, FL",United States,285259N,0811831W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N662QS,CESSNA,560XL,No,2.0,Turbo Fan,091K,NSCH,Personal,"NetJets Aviation, Inc.",0.0,0.0,0.0,4.0,VMC,Landing,"An accumulation of debris in the airplanes bilge drain holes that prevented accumulated moisture from properly draining; the accumulated moisture subsequently froze around the elevator control components, which resulted in the flight control stiffness. Contributing to the accident was maintenance personnels improper installation of seals in the airplanes tailcone, which allowed water to enter the tailcone.",25-09-2020
20130116X44104,Accident,CEN13FA135,2013-01-16,"Pellston, MI",United States,453348N,0844934W,PLN,PELLSTON RGNL AIRPORT OF EMMET,Fatal,Destroyed,Airplane,N1120N,CESSNA,208B,No,1.0,Turbo Prop,135,NSCH,Personal,"Martinaire Aviation, L.L.C.",1.0,0.0,0.0,0.0,VMC,Landing,The pilot's inadvertent controlled descent into terrain due to spatial disorientation. Contributing to the accident was lack of visual reference due to night conditions.,25-09-2020
20130118X53100,Accident,DCA13LA039,2013-01-17,"Miami, FL",United States,254725N,0801630W,MIA,Miami Intl,Non-Fatal,Minor,Airplane,LV-BMT,AIRBUS,A340 - 300,No,4.0,Turbo Fan,129,SCHD,Personal,Aerolineas Argentinas S.A.,0.0,0.0,0.0,397.0,VMC,Landing,"LV-BMT flight crew's incorrect evaluation of the clearance between the two aircraft, leading to the inadvertent collision of the left winglet with the horizontal stabilizer and elevator of F-GNZI. Contributing to the accident were the incorrect instructions given by the Miami Gates controller to the LV-BMT flight crew.",25-09-2020
20130128X11324,Accident,DCA13CA043,2013-01-25,"Denver, CO",United States,395124N,1043937W,KDEN,Denver International,Non-Fatal,Substantial,Airplane,N618FE,MCDONNELL DOUGLAS,MD11,No,2.0,Turbo Fan,121,NSCH,Personal,FEDERAL EXPRESS CORP,0.0,0.0,0.0,3.0,VMC,Landing,"the flight crews failure to perform a takeoff performance data briefing following the final entries into the Flight Management System, which would have alerted them to the incorrect weight entry and resulting incorrect landing speeds. Contributing to the accident was the failure of the flight crew to recognize and respond to various visual cues indicating the airplane's airspeed was too slow, resulting in a higher than normal pitch during landing and the tail of the airplane striking the runway.",25-09-2020
20130220X32821,Incident,DCA13IA058,2013-02-07,"Bowman, GA",United States,341524N,0825857W,Unknown,John F. Kennedy International,Non-Fatal,Minor,Airplane,N261PS,BOMBARDIER INC,CL-600-2B19,No,2.0,Turbo Fan,121,SCHD,Personal,"PSA Airlines, Inc.",0.0,1.0,0.0,39.0,Unk,Landing,"the captain's inappropriate climb speed, his failure to monitor airspeed during the level off, and his inappropriate response to multiple stall warnings.",25-09-2020
20130215X30422,Accident,ERA13LA134,2013-02-14,"Danville, PA",United States,040584N,0763620W,79PN,Geisenger Rooftop Heliport,Non-Fatal,Substantial,Helicopter,N481LF,EUROCOPTER DEUTSCHLAND GMBH,MBB-BK 117 C-2,No,2.0,Turbo Shaft,135,NSCH,Personal,Geisinger Medical Center,0.0,0.0,0.0,4.0,VMC,Landing,"The pilots decision to conduct a straight-in approach to the helipad, which resulted in the main rotor blade impacting a construction crane flag marker. Contributing to the accident was the erroneous information about the construction cranes operation time and the pilots self-induced time pressure, which resulted from his awareness of the patients medical situation during the flight.",25-09-2020
20130216X24215,Accident,ANC13CA023,2013-02-16,"Dutch Harbor, AK",United States,535334N,1663225W,PADU,Unalaska,Non-Fatal,Substantial,Airplane,N15PR,PIPER,PA-31-350,No,2.0,Reciprocating,135,SCHD,Personal,GRANT AVIATION INC,0.0,0.0,0.0,3.0,VMC,Landing,"The pilot's decision to land in wind conditions that exceeded the airplane's demonstrated crosswind capability, which resulted in a loss of airplane control during the landing roll.",25-09-2020
20130220X51849,Accident,WPR13LA131,2013-02-19,"Pacific Ocean, UN",UN,201341N,1391211W,SFO,San Francisco International Ai,Non-Fatal,Substantial,Airplane,N174UA,BOEING,747-422,No,4.0,Turbo Fan,121,SCHD,Personal,United Airlines,0.0,0.0,1.0,220.0,VMC,Landing,"The flights encounter with moderate clear air turbulence while en route, which resulted in a serious injury to a flight attendant. Contributing to the accident was the lack of communication equipment in the rest compartment, which, if installed, could have alerted the cabin crewmembers that the seatbelt sign was on. ",25-09-2020
20130220X85257,Accident,DCA13CA056,2013-02-19,"Cincinnati, OH",United States,039255N,0084404W,KCVG,Cincinnati-Northern Kentucky,Non-Fatal,Substantial,Airplane,N283SK,EMBRAER,EMB-145LR,No,2.0,Turbo Fan,121,SCHD,Personal,CHAUTAUQUA AIRLINES INC,0.0,0.0,1.0,53.0,VMC,Landing,an inadvertent fall out of the open service door because the safety strap was not attached.,25-09-2020
20130222X23150,Accident,ERA13CA141,2013-02-20,"Halifax, NC",United States,361947N,0077387W,IXA,Halifax-Northampton Regional,Non-Fatal,Substantial,Airplane,N9411C,CESSNA,180,No,1.0,Reciprocating,091,NSCH,Personal,STEPHENSON JAMES E,0.0,0.0,0.0,2.0,VMC,Landing,"The pilot's decision to land in gusty crosswind conditions, which resulted in a loss of airplane directional control during the landing roll.",25-09-2020
20130227X80547,Incident,ENG13IA016,2013-02-25,"Dallas, TX",United States,032547N,0097231W,Unknown,John F. Kennedy International,Non-Fatal,Minor,Airplane,B18701,BOEING,747,No,4.0,Turbo Fan,129,SCHD,Personal,China Airlines,0.0,0.0,0.0,3.0,Unk,Landing,"Fuel leaking from a fractured fuel manifold feeder line that ignited on contact with the engines hot compressor rear frame, which resulted in an engine undercowl fire. The fuel manifold feeder line failed due to high amplitude fatigue because the fuel manifold resonance frequencies were within the engine operation range. Contributing to the incident was that the engine was overhauled about the same time as the most current fuel manifold configuration that addressed the high amplitude fatigue failure mode was introduced, thus it was not installed on the engine.",14-06-2021
20130312X23544,Incident,WPR13IA144,2013-03-05,"Danville, CA",United States,375022N,0122012W,SJC,Norman Y. Mineta San Jose Int,Non-Fatal,Minor,Airplane,N417QX,BOMBARDIER,DHC-8-402,No,2.0,Turbo Prop,121,SCHD,Personal,Horizon Air,0.0,0.0,0.0,51.0,VMC,Landing,"The failure and separation of a section of the No. 2 engine's combustion chamber's small exit duct (SED), which created an airflow disruption that led to an engine surge and subsequent fire. Contributing to the accident was the insufficient weld penetration that remained totally contained within the SED outer dome and did not penetrate through to the inner duct as required by the manufacturing specifications.",25-09-2020
20130307X72035,Accident,ERA13WA158,2013-03-06,"La Libertad, Peru",Peru,075510S,0773133W,SPIS,Pias Airport,Fatal,Destroyed,Airplane,OB-1992,BEECH,B200,No,2.0,Turbo Prop,NUSC,NSCH,Personal,Aero Transporte Sociedad Anonima ATSA,9.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,03-11-2020
20130308X62710,Accident,ANC13LA029,2013-03-06,"Bethel, AK",United States,605756N,1612545W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N1704U,CESSNA,207,No,1.0,Reciprocating,135,NSCH,Personal,Flight Alaska Inc.,0.0,0.0,0.0,3.0,VMC,Landing,"The failure of the engines No. 1 piston connecting rod retaining bolts due to fatigue fracturing, which resulted in a loss of engine power during cruise flight.",25-09-2020
20130308X64149,Accident,ANC13FA030,2013-03-08,"Aleknagik, AK",United States,059194N,0158214W,PADL,Dillingham Airport,Fatal,Destroyed,Airplane,N116AX,BEECH,1900C,No,2.0,Turbo Prop,135,NSCH,Personal,ALASKA CENTRAL EXPRESS INC,2.0,0.0,0.0,0.0,IMC,Landing,"

The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists.

Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which  resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts.",25-09-2020
20130314X14422,Accident,DCA13CA065,2013-03-08,"Atlanta, GA",United States,333812N,0842540W,KATL,Hartsfield/Jackson,Non-Fatal,Substantial,Airplane,N698DL,BOEING,757-232,No,2.0,Turbo Fan,121,SCHD,Personal,DELTA AIR LINES INC,0.0,0.0,0.0,148.0,VMC,Landing,the pilot's failure to maintain correct airspeed and pitch attitude at touchdown.,25-09-2020
20130319X10711,Accident,ANC13LA032,2013-03-08,"Talkeetna, AK",United States,625125N,0150427W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,N185FK,CESSNA,A185F,No,1.0,Reciprocating,135,NSCH,Personal,TALKEETNA AIR TAXI INC,0.0,0.0,0.0,4.0,VMC,Landing,"The overstress fracture and failure of the right wheel/ski arm while taxiing in snow and water-overflow terrain conditions, which resulted in a noseover.",25-09-2020
20130321X52907,Accident,ERA13WA178,2013-03-12,"Almeirim Municipality, Brazil",Brazil,000521N,0523837W,Unknown,John F. Kennedy International,Fatal,Destroyed,Airplane,PT-VAQ,Embraer Aircraft,EMB-820C,No,2.0,Turbo Prop,NUSC,NSCH,Personal,Fretax Taxi Aereo Ltda.,10.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,03-11-2020
20130423X52029,Accident,ANC13CA037,2013-03-26,"Anchorage, AK",United States,611016N,1495932W,Z41,Lake Hood,Non-Fatal,Substantial,Airplane,N995SP,DEHAVILLAND,DHC-2 MK. I(L20A),No,1.0,Reciprocating,135,NSCH,Personal,Joe Schuster,0.0,0.0,0.0,4.0,VMC,Landing,The pilots failure to maintain directional control of the airplane while taxiing on a snow-covered taxiway.,25-09-2020
20130510X55506,Incident,DCA13WA087,2013-03-27,"Gran Canaria, Spain",Spain,002890N,0015250W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Airplane,D-ABOC,Boeing Company,Boeing 757-300,No,2.0,Turbo Fan,NUSC,SCHD,Personal,Not Provided by Authority,0.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,25-09-2020
20130408X10949,Accident,DCA13FA071,2013-04-05,"Las Vegas, NV",United States,036480N,0115180W,LAS,Las vegas,Non-Fatal,Substantial,Airplane,N560UW,AIRBUS,321,No,2.0,Turbo Fan,121,SCHD,Personal,U.A Airways Inc,0.0,0.0,0.0,192.0,VMC,Landing,the captain's improper recovery from a bounced landing which resulted in a tailstrike.,25-09-2020
20130425X71532,Accident,ANC13CA038,2013-04-15,"Port Alsworth, AK",United States,601155N,1541929W,AK51,Port Alsworth,Non-Fatal,Substantial,Airplane,N1820L,BEECH,A36,No,1.0,Reciprocating,135,NSCH,Personal,"Lake Clark Air, INC",0.0,0.0,0.0,4.0,VMC,Landing,"The failure of the left main landing gear retraction brace assembly, resulting in the collapse of the left main landing gear.",25-09-2020
20130503X90951,Accident,ERA13WA226,2013-04-26,"Belem, Brazil",Brazil,012428S,0482750W,SBJC,Brigadeiro Protasio de Oliveir,Fatal,Substantial,Airplane,PR-LJI,CESSNA,210L,No,1.0,Turbo Fan,NUSC,NSCH,Personal,Brabo Taxi Aereo Ltda.,2.0,4.0,2.0,0.0,VMC,Landing,Probable Cause,03-11-2020
20130429X12734,Accident,DCA13MA081,2013-04-29,"Bagram, Afghanistan",Afghanistan,345647N,0691554E,OAIX,Bagram Air Base,Fatal,Destroyed,Airplane,N949CA,BOEING,747-400 BCF,No,4.0,Turbo Jet,121,NSCH,Personal,National Air Cargo,7.0,0.0,0.0,0.0,VMC,Landing,"National Airlines' inadequate procedures for restraining special cargo loads, which resulted in the loadmaster's improper restraint of the cargo, which moved aft and damaged hydraulic systems Nos. 1 and 2 and horizontal stabilizer drive mechanism components, rendering the airplane uncontrollable. Contributing to the accident was the Federal Aviation Administration's inadequate oversight of National Airlines' handling of special cargo loads.",14-06-2021
20130502X52359,Accident,DCA13FA082,2013-05-01,"Newark, NJ",United States,404159N,0074957W,EWR,Newark Liberty International,Non-Fatal,Minor,Airplane,LN-RKO,AIRBUS,A330,No,2.0,Turbo Fan,129,SCHD,Personal,SCANDINAVIAN AIRLINES SYSTEM,0.0,0.0,0.0,290.0,VMC,Landing,the failure of flight 908's captain to ensure adequate clearance between the wingtip of his airplane and flight 4226's empennage when he attempted to pass behind the other airplane.,25-09-2020
20130507X12521,Accident,ANC13CA041,2013-05-01,"Anaktuvuk Pass, AK",United States,006893N,1514237W,Unknown,John F. Kennedy International,Non-Fatal,Substantial,Helicopter,N1171,BELL HELICOPTER TEXTRON,206L-1,No,1.0,Turbo Shaft,135,NSCH,Personal,Pathfinder Aviation,0.0,0.0,0.0,1.0,IMC,Landing,"The pilot's failure to maintain lateral control while hovering over an area of snow-covered terrain, in flat light conditions, which resulted in a dynamic rollover.",25-09-2020
20130509X81528,Incident,ENG13WA025,2013-05-03,"Sveg, Sweden, Sweden",Sweden,062252N,0142527E,ESND,Sveg Airport,Non-Fatal,Substantial,Airplane,ES-PJR,BAE,Jetstream,No,2.0,Turbo Fan,UNK,SCHD,Personal,Avies AS,0.0,0.0,0.0,16.0,VMC,Landing,Probable Cause,03-11-2020
20130508X32011,Accident,ANC13CA042,2013-05-04,"Newtok, AK",United States,605621N,1643829W,PAEW,Newtok,Non-Fatal,Substantial,Airplane,N9400M,CESSNA,207A,No,1.0,Reciprocating,135,SCHD,Personal,HAGELAND AVIATION,0.0,4.0,0.0,0.0,VMC,Landing,The pilot's continued flight into adverse weather and his failure to maintain clearance from terrain while on approach in flat light conditions. Contributing to the accident was the pilot's delayed decision to initiate a go-around.,25-09-2020
20130517X14847,Accident,DCA13CA091,2013-05-09,"Dallas, TX",United States,325348N,0097213W,DFW,Dallas-Fort Worth,Non-Fatal,Substantial,Airplane,N327NW,AIRBUS,320,No,2.0,Turbo Fan,121,SCHD,Personal,Delta Air Lines,0.0,0.0,1.0,119.0,VMC,Landing,The flight attendant's inadvertent trip over the jumpseat that had not retracted automatically.,25-09-2020
20130511X04905,Incident,WPR13IA226,2013-05-10,"Phoenix, AZ",United States,033262N,0112025W,PHX,Phoenix Sky Harbor Int'l,Non-Fatal,Minor,Airplane,N913WN,BOEING,737-7H4,No,2.0,Turbo Fan,121,SCHD,Personal,SOUTHWEST AIRLINES CO,0.0,0.0,0.0,59.0,VMC,Landing,"The failure of the tug operator and wing walker to adequately monitor the environment during pushback of the airplane from the gate in preparation for flight, which led to the collision of the airplane with an adjacently parked airplane. ",25-09-2020
20130515X53650,Accident,DCA13CA090,2013-05-11,"Flushing, NY",United States,404638N,0735221W,KLGA,LaGuardia Airport,Non-Fatal,Substantial,Airplane,N208JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,No,2.0,Turbo Fan,121,SCHD,Personal,SHUTTLE AMERICA CORP,0.0,0.0,1.0,3.0,VMC,Landing,The flight attendant's decision to move two galley carts simultaneously that resulted in the second cart tipping over onto her foot.,25-09-2020
